Benet,England 1296
Thop ,England 1296
Ad Grenam,England 1296
De Morcote,England 1296
De Bokeland,England 1296
Talebot,England 1296
Page,England 1296
De Exton,England 1296
Bigge,England 1296
De Nouo Loco,England 1296
De Cosseby,England 1296
De Wrington,England 1296
Flaun,England 1296
De Ingethorp,England 1296
Balle,England 1296
Bercarius,England 1296
De Eston,England 1296
Knot,England 1296
Ad Molendinum,England 1296
Le Longe,England 1296
Cotel,England 1296
De Tolthorp,England 1296
Ad Grenam,England 1296
De Tolthorp,England 1296
De Ketene,England 1296
Oldman,England 1296
Maturneys,England 1296
Page,England 1296
De Ocham,England 1296
Bacoun,England 1296
De Normanton,England 1296
Bonde,England 1296
De Glaston,England 1296
De Lindon,England 1296
De Neyvile,England 1296
Capellanus,England 1296
De Tilton,England 1296
Ad Crucem,England 1296
Ad Crucem,England 1296
Byestoun,England 1296
Byestoun,England 1296
Gerbot,England 1296
Ad Grenam,England 1296
Ad Venellam,England 1296
Capellanus,England 1296
Syred,England 1296
Ad Venellam,England 1296
Slote,England 1296
Bynethegate,England 1296
De Ocham,England 1296
Le Hirde,England 1296
Hony,England 1296
Car,England 1296
In The Holm,England 1296
Gerbod,England 1296
Stel,England 1296
Ad Grenam,England 1296
De Egilton,England 1296
Peston ,England 1296
Ad Barram,England 1296
Balle,England 1296
Finche,England 1296
Sired,England 1296
Martin,England 1296
þE Longe,England 1296
Bate,England 1296
Julian,England 1296
Gerbod,England 1296
De Bokeland,England 1296
De Montealto,England 1296
Ad Crucem,England 1296
By Westekirke,England 1296
Ad Fontem,England 1296
By Westoun,England 1296
De Boroule,England 1296
Ad Portam,England 1296
Swyn,England 1296
Lithof,England 1296
De Herdewyk,England 1296
Le Neubrid,England 1296
Hudde,England 1296
Hudde,England 1296
Pedwardin,England 1296
Loterel,England 1296
Taylard,England 1296
Desbourowe,England 1296
Henekoc,England 1296
Ad Fontem,England 1296
Harald,England 1296
De Neubotle,England 1296
Prouz,England 1296
De Bleffeld,England 1296
De Kelesthorp ,England 1296
Cope,England 1296
