Mary,Sarah,Elizabeth,Martha,Margaret,Nancy,Ann,Jane,Eliza,Catharine,Susan,Hannah,Rebecca,Caroline,Ellen,Harriet,Louisa,Maria,Julia,Catherine,Lucy,Lydia,Anna,Emily,Elisabeth,Amanda,Frances,Sally,Rachel,Matilda,Lucinda,Emma,Polly,Phebe,Charlotte,Betsey,Bridget,Sophia,Francis,Laura,Ruth,Emeline,Esther,Amelia,Isabella,Fanny,Abigail,Barbara,Rachael,Josephine,Susanna,Mariah,Alice,Henrietta,Margarett,Malinda,Adaline,Helen,Clarissa,Betsy,Almira,Susannah,Rhoda,Cynthia,Eunice,Olive,Virginia,Mrs,Angeline,Hellen,Cornelia,Harriett,Mahala,Abby,Margret,Deborah,Minerva,Lavina,Adeline,Cath,Elisa,Lucretia,Anne,Eleanor,Joanna,Hester,Agnes,Rosanna,Clara,Melissa,Charity,Amy,Augusta,Delia,Isabel,Christina,Jemima,Cordelia,Barbary,Melinda,Delila,Susanah,F,US 1850," "
Elvira,Christiana,Priscilla,Emaline,Leah,Celia,Eve,Rebeca,Rose,Huldah,Judith,Permelia,Charlott,Sophronia,Eveline,Malissa,Margt,Electa,Phoebe,Ella,Abagail,Emely,Eliz,May,Julian,Lovina,Clarinda,Susana,Adelia,America,Grace,Lois,James,Christian,Cathrine,Dorcas,Samantha,Elmira,Rosa,Tabitha,Milly,Catharin,Hariet,Patience,Elen,Mildred,Cyntha,Elizebeth,John,Kate,Katharine,Gertrude,Prudence,Lavinia,Abigal,Mercy,Edith,Paulina,Marie,Agness,Malvina,Catherin,Hanah,Flora,Alvira,Jerusha,Dorothy,Levina,Ester,Rosetta,Hetty,Melvina,Dolly,Allice,Missouri,Delilah,Sylvia,Marietta,Theresa,Magdalena,Marian,Johanna,Irene,Elenor,Annie,Florence,Peggy,Olivia,Adelaide,Diana,Pamelia,Manerva,Temperance,Nancey,Miranda,Miss,Christena,Victoria,Evaline,Rosana,Naomi,Marion,Emiline,Letitia,Juliann,Salina,Clarisa,Ida,Chloe,William,Maryann,Margaretta,Clarrissa,Isabell,Lucia,Marinda,Rosina,Georgiana,Margrett,Margarette,Belinda,Narcissa,Kitty,Christine,Penelope,Henry,Hulda,Louiza,Roxana,Easter,Clementine,Rosannah,Patsy,George,Lucina,Elizabith,Magdalene,Roda,Louise,Ellenor,Georgianna,Cecelia,Ada,Parmelia,Sophrona,Patty,Lorinda,Fidelia,Pauline,Alma,Bridgett,Angelina,Lena,Abba,Elisebeth,Joana,Keziah,Maranda,Roxanna,Elvina,Infant,Juliette,Sara,Irena,June,Lidia,Mehitable,Nelly,Wealthy,Sidney,Wilhelmina,Patsey,Betty,Orpha,Selina,Parthena,Carolina,Bertha,Indiana,Cintha,Almeda,Elzabeth,Juliana,Annette,Celestia,Marg,Margeret,Annetta,Milley,Hanna,Janette,Elizth,Arabella,Elanor,Juliet,Annis,Sallie,Miriam,Drusilla,Dinah,Abbey,Teresa,Zilpha,Pricilla,Josephene,F,US 1850," "
Marth,Calista,Jennett,Issabella,Drucilla,Marey,Philena,Louis,Thankful,Charles,Serena,Loisa,Judy,Aurelia,Rhody,Asenath,Marcia,Edna,Cathrin,Eugenia,Honora,Margart,Josaphine,Jenett,Pamela,Ursula,Pheby,Loretta,Milla,Racheal,Evelina,Georgia,Rachal,Lana,Widow,Catharina,Marthy,Elmina,Sarrah,Octavia,Alida,Leonora,Juda,Cecilia,Christianna,Adalaide,Juliett,Joan,Jennette,Elenora,Rosella,Sabina,Rosalia,Sabrina,Celinda,Joseph,Comfort,F,US 1850," "
Manda,Rutha,Dorathy,Sybil,Magdaline,Molly,Henriette,Sabra,Salley,Myra,Ellin,Lenora,Marilla,Juana,Helena,Cinthia,Jenette,Syntha,Harriette,Ruby,Rosanah,Eugene,Isabelle,Richard,Marry,Frederica,Arvilla,Desire,Arena,Clarrisa,Tobitha,Delphine,Elsa,Antoinette,Beulah,Harriot,Ellender,Maryette,Percilla,Pheba,Winney,Virgina,Kesiah,Nora,David,Euphemia,Bridges,Marcella,Sylva,Barbra,July,Ophelia,Arminda,Isadore,Hetta,Synthia,Marina,Samuel,Jones,Janie,Dicy,Naoma,Precilla,Thomas,Bethia,Diantha,Celina,Mahitable,Mina,Magdalen,Saphronia,Eugenie,Carolin,Angaline,Janet,Cassandra,Mira,Mj,Rebecka,Elis,Lucetta,Viola,Elender,Elsey,Marcy,Eva,Unity,Robert,Alvina,Altha,Tennessee,Luisa,Marget,Mariam,Araminta,Althea,Eudora,Florida,Saphrona,Biddy,Evans,Not,Josefa,Salome,Telitha,Emmeline,Rosena,Sophiah,Polley,Adele,Almina,Isabela,Roxy,Annah,Phila,Margery,Saroh,Adalade,Cloe,Cloa,Mahaley,Patrick,Margarit,Edy,Emelia,Alcy,Dorinda,Cathern,Marsha,Rowena,Mariette,Semantha,Lyda,Francina,Jemina,Cornelius,Eda,Dolores,Jennet,Clarra,Mahaly,Georgian,Violet,Unice,Gilbert,Dicey,Hepsey,Julianna,Dianna,Debora,Celestine,Darcus,Allen,Hariett,Teressa,Albert,Sophie,Louisiana,Letty,Celeste,Augustine,Achsah,Asenith,Theressa,Almyra,Antonette,Saloma,Barbery,Frelove,Winny,Columbia,Oliver,Palina,Abiah,Phoeba,Orvilla,Moriah,Lucilla,Jessie,Ellinor,Adel,Katherine,Emmaline,Elcy,Pheobe,Matha,Elizbeth,Winifred,Triphena,Lousa,Minna,Rosilla,Emaly,Margary,Tippins,Louesa,Henryetta,Joannah,Adelade,Linda,Fany,Christiann,Bathsheba,Alsey,Dorothea,Lacy,Dorcus,Kezia,Johannah,Jenny,Emly,Mariett,Maryett,Persis,Swoop,Martin,Emoline,Eleonora,Georgeanna,Anny,Franky,Young,Julie,Miller,Thursey,Bethena,Sharlotte,Theodosia,Melisa,Gemima,Lora,Genevieve,Edney,Harris,Sophy,Lorena,Jeanette,Malina,Sylvina,Dora,Charlot,Effa,Fanney,Experience,Larry,Madora,Em,Lucey,Lilly,Courtney,Regina,Vina,Emelie,Lauretta,Antonia,Elezabeth,Albina,Bethany,Elira,Lura,Adelaid,Rita,Roseanna,Rosalie,Bell,Mena,Prisilla,Philinda,Aurilla,Judah,Parthenia,Laney,Rody,Boone,Lynch,Elza,F,US 1850," "
Allis,Ruthy,Selia,Fredrica,Louvina,Caroine,Hellena,Janett,Silva,Elsy,Jacob,Lina,Luvina,Christene,Latitia,Farmer,Medora,Arilla,Amey,Emley,Jamima,Charlotta,Sarepta
